index,notiz,shutter,gain,timestamp
0,live frame 0,1500,8.0,2026-09-17T12:10:03
1,live frame 1,1500,8.0,2026-09-17T12:10:06
2,live frame 2,1500,8.0,2026-09-17T12:10:10
3,live frame 3,1500,8.0,2026-09-17T12:10:14
4,live frame 4,1500,8.0,2026-09-17T12:10:18
5,live frame 5,1500,8.0,2026-09-17T12:10:22
6,live frame 6,1500,8.0,2026-09-17T12:10:26
7,live frame 7,1500,8.0,2026-09-17T12:10:30
8,live frame 8,1500,8.0,2026-09-17T12:10:34
9,live frame 9,1500,8.0,2026-09-17T12:10:38
