index,notiz,shutter,gain,timestamp
47,live frame 47,1500,8.0,2026-09-23T12:50:19
48,live frame 48,1500,8.0,2026-09-23T12:50:21
49,live frame 49,1500,8.0,2026-09-23T12:50:23
50,live frame 50,1500,8.0,2026-09-23T12:50:25
51,live frame 51,1500,8.0,2026-09-23T12:50:26
52,live frame 52,1500,8.0,2026-09-23T12:50:28
53,live frame 53,1500,8.0,2026-09-23T12:50:30
54,live frame 54,1500,8.0,2026-09-23T12:50:32
55,live frame 55,1500,8.0,2026-09-23T12:50:34
56,live frame 56,1500,8.0,2026-09-23T12:50:36
57,live frame 57,1500,8.0,2026-09-23T12:50:38
58,live frame 58,1500,8.0,2026-09-23T12:50:40
59,live frame 59,1500,8.0,2026-09-23T12:50:42
60,live frame 60,1500,8.0,2026-09-23T12:50:43
61,live frame 61,1500,8.0,2026-09-23T12:50:46
62,live frame 62,1500,8.0,2026-09-23T12:50:47
63,live frame 63,1500,8.0,2026-09-23T12:50:49
64,live frame 64,1500,8.0,2026-09-23T12:50:51
65,live frame 65,1500,8.0,2026-09-23T12:50:53
66,live frame 66,1500,8.0,2026-09-23T12:50:55
67,live frame 67,1500,8.0,2026-09-23T12:50:57
68,live frame 68,1500,8.0,2026-09-23T12:50:59
69,live frame 69,1500,8.0,2026-09-23T12:51:01
70,live frame 70,1500,8.0,2026-09-23T12:51:03
71,live frame 71,1500,8.0,2026-09-23T12:51:04
72,live frame 72,1500,8.0,2026-09-23T12:51:06
73,live frame 73,1500,8.0,2026-09-23T12:51:08
74,live frame 74,1500,8.0,2026-09-23T12:51:10
75,live frame 75,1500,8.0,2026-09-23T12:51:12
76,live frame 76,1500,8.0,2026-09-23T12:51:14
77,live frame 77,1500,8.0,2026-09-23T12:51:16
78,live frame 78,1500,8.0,2026-09-23T12:51:18
79,live frame 79,1500,8.0,2026-09-23T12:51:20
80,live frame 80,1500,8.0,2026-09-23T12:51:22
81,live frame 81,1500,8.0,2026-09-23T12:51:23
82,live frame 82,1500,8.0,2026-09-23T12:51:25
83,live frame 83,1500,8.0,2026-09-23T12:51:27
84,live frame 84,1500,8.0,2026-09-23T12:51:29
85,live frame 85,1500,8.0,2026-09-23T12:51:31
86,live frame 86,1500,8.0,2026-09-23T12:51:33
87,live frame 87,1500,8.0,2026-09-23T12:51:35
88,live frame 88,1500,8.0,2026-09-23T12:51:37
89,live frame 89,1500,8.0,2026-09-23T12:51:38
90,live frame 90,1500,8.0,2026-09-23T12:51:40
91,live frame 91,1500,8.0,2026-09-23T12:51:42
92,live frame 92,1500,8.0,2026-09-23T12:51:44
93,live frame 93,1500,8.0,2026-09-23T12:51:46
94,live frame 94,1500,8.0,2026-09-23T12:51:48
95,live frame 95,1500,8.0,2026-09-23T12:51:50
96,live frame 96,1500,8.0,2026-09-23T12:51:51
97,live frame 97,1500,8.0,2026-09-23T12:51:53
98,live frame 98,1500,8.0,2026-09-23T12:51:55
99,live frame 99,1500,8.0,2026-09-23T12:51:57
100,live frame 100,1500,8.0,2026-09-23T12:51:59
101,live frame 101,1500,8.0,2026-09-23T12:52:01
102,live frame 102,1500,8.0,2026-09-23T12:52:03
103,live frame 103,1500,8.0,2026-09-23T12:52:05
104,live frame 104,1500,8.0,2026-09-23T12:52:07
105,live frame 105,1500,8.0,2026-09-23T12:52:08
