index,position_cm,notiz,shutter,gain,timestamp
0,0.0,"0 Grad, Startposition",10000,1.0,2026-09-17T11:26:58
1,0.0,15 Grad,10000,1.0,2026-09-17T11:27:41
2,0.0,30 Grad,10000,1.0,2026-09-17T11:28:28
3,0.0,45 Grad,10000,1.0,2026-09-17T11:28:58
4,0.0,60 Grad,10000,1.0,2026-09-17T11:29:27
5,0.0,75 Grad,10000,1.0,2026-09-17T11:30:09
6,0.0,90 Grad,10000,1.0,2026-09-17T11:30:54
